2025-04-07T07:31:05.996761 - New user added
2025-04-07T07:31:11.899920 - User accepted by admin
2025-04-07T07:31:16.280262 - Activity updated
User Logs:
  PID: 1, Name: systemd, CPU: 0.0%, Memory: 0.08729700461064516%
  PID: 2, Name: kthreadd, CPU: 0.0%, Memory: 0.0%
  PID: 3, Name: pool_workqueue_release, CPU: 0.0%, Memory: 0.0%
  PID: 4, Name: kworker/R-rcu_gp, CPU: 0.0%, Memory: 0.0%
  PID: 5, Name: kworker/R-sync_wq, CPU: 0.0%, Memory: 0.0%
  PID: 6, Name: kworker/R-slub_flushwq, CPU: 0.0%, Memory: 0.0%
  PID: 7, Name: kworker/R-netns, CPU: 0.0%, Memory: 0.0%
  PID: 9, Name: kworker/0:0H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 10, Name: kworker/0:1-events, CPU: 0.0%, Memory: 0.0%
  PID: 12, Name: kworker/R-mm_percpu_wq, CPU: 0.0%, Memory: 0.0%
  PID: 13, Name: rcu_tasks_kthread, CPU: 0.0%, Memory: 0.0%
  PID: 14, Name: rcu_tasks_rude_kthread, CPU: 0.0%, Memory: 0.0%
  PID: 15, Name: rcu_tasks_trace_kthread, CPU: 0.0%, Memory: 0.0%
  PID: 16, Name: ksoftirqd/0, CPU: 0.0%, Memory: 0.0%
  PID: 17, Name: rcu_preempt, CPU: 0.0%, Memory: 0.0%
  PID: 18, Name: rcu_exp_par_gp_kthread_worker/0, CPU: 0.0%, Memory: 0.0%
  PID: 19, Name: rcu_exp_gp_kthread_worker, CPU: 0.0%, Memory: 0.0%
  PID: 20, Name: migration/0, CPU: 0.0%, Memory: 0.0%
  PID: 21, Name: idle_inject/0, CPU: 0.0%, Memory: 0.0%
  PID: 22, Name: cpuhp/0, CPU: 0.0%, Memory: 0.0%
  PID: 23, Name: cpuhp/2, CPU: 0.0%, Memory: 0.0%
  PID: 24, Name: idle_inject/2, CPU: 0.0%, Memory: 0.0%
  PID: 25, Name: migration/2, CPU: 0.0%, Memory: 0.0%
  PID: 26, Name: ksoftirqd/2, CPU: 0.0%, Memory: 0.0%
  PID: 28, Name: kworker/2:0H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 29, Name: cpuhp/4, CPU: 0.0%, Memory: 0.0%
  PID: 30, Name: idle_inject/4, CPU: 0.0%, Memory: 0.0%
  PID: 31, Name: migration/4, CPU: 0.0%, Memory: 0.0%
  PID: 32, Name: ksoftirqd/4, CPU: 0.0%, Memory: 0.0%
  PID: 34, Name: kworker/4:0H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 35, Name: cpuhp/6, CPU: 0.0%, Memory: 0.0%
